Company_ID,Industry,Company_Size,Annual_Revenue (M₺),Marketing_Spend (K₺),Campaign_Type,Leads_Generated,Conversion_Rate (%),Region,District,Last_Product_1,Last_Product_2,Frequency_of_Purchase,Days_Since_Last_Purchase,Contract_Status,Total_Purchases_Last_Year,Payment_Behavior,Preferred_Channel,Sales_Rep
C0615,Machine building,Medium,44.7,17,LinkedIn Ads,12,0.8,Antalya,Kepez,Clutches and brakes,Actuators & motion control,Monthly,25,Active,13,On-time,Dealer,H**** N*******
C0616,Data centres,Medium,43.4,33,Webinar,12,0.9,Adana,Ceyhan,Energy storage systems,"Server racks, enclosures",Quarterly,74,Active,3,Occasional delay,Dealer,H**** N*******
C0617,Residential,Small,4.8,27,SEM,9,0.2,Zonguldak,Eregli,Electronic components,Conduit & cable management,Monthly,11,Active,13,On-time,Online,D**** S*******
C0618,Residential,Small,1.2,18,Trade Show,12,0.1,Bursa,Osmangazi,Conduit & cable management,Electronic components,Occasionally,334,Active,2,Occasional delay,Dealer,H**** N*******
C0619,Healthcare,Large,161.2,37,Content Marketing,8,1.0,Zonguldak,Eregli,Electronic components,Safety & emergency comms,Yearly,211,Pending,1,On-time,Sales Rep,E**** T*******
C0620,"Mining, metals & minerals",Small,3.1,27,LinkedIn Ads,10,1.1,Istanbul,Umraniye,Valves,"Hose, tubing, fittings",Quarterly,60,Active,6,On-time,Dealer,G**** R*******
C0621,Machine building,Large,71.7,25,Content Marketing,11,0.8,Bursa,Yildirim,Actuators & motion control,Clutches and brakes,Monthly,13,Pending,11,On-time,Online,B**** K*******
C0622,Aerospace,Medium,41.7,35,Webinar,7,0.3,Kayseri,Melikgazi,Engine solutions,Electrical circuit protection,Monthly,8,Active,12,On-time,Email,F**** O*******
C0623,Healthcare,Small,3.8,16,Trade Show,11,1.5,Eskisehir,Tepebasi,Life support systems,Electronic components,Monthly,20,Expired,9,On-time,Online,A**** Y*******
C0624,Residential,Medium,16.6,35,Webinar,12,0.7,Sakarya,Serdivan,Conduit & cable management,Electronic components,Quarterly,94,Pending,5,On-time,Sales Rep,G**** R*******
C0625,Utilities,Medium,15.1,23,LinkedIn Ads,4,0.9,Eskisehir,Odunpazari,Utility & grid solutions,Medium-voltage power systems,Occasionally,188,Expired,0,On-time,Online,C**** D*******
C0626,Vehicles,Small,8.1,16,Email,7,0.7,Eskisehir,Odunpazari,Engine solutions,Transmissions,Monthly,30,Active,8,On-time,Online,F**** O*******
C0627,Oil & gas,Small,1.3,9,Content Marketing,5,0.5,Eskisehir,Odunpazari,Fuel systems & emissions,Medium-voltage power systems,Occasionally,236,Pending,1,Late,Online,F**** O*******
C0628,Buildings,Small,2.8,12,Email,4,0.2,Antalya,Kepez,Wiring devices & connectivity,Conduit & cable management,Quarterly,63,Pending,5,Occasional delay,Email,H**** N*******
C0629,Machine building,Small,4.1,13,Email,7,0.0,Izmir,Konak,Clutches and brakes,Hydraulic motors & generators,Quarterly,73,Active,4,Occasional delay,Online,A**** Y*******
C0630,Space,Small,8.8,27,Trade Show,6,0.9,Sakarya,Serdivan,Medium-voltage power systems,Energy storage systems,Yearly,154,Active,1,On-time,Dealer,D**** S*******
C0631,Data centres,Small,6.8,18,Content Marketing,10,0.7,Ankara,Yenimahalle,"Server racks, enclosures",Energy storage systems,Monthly,27,Active,11,On-time,Sales Rep,G**** R*******
C0632,Aerospace,Small,9.4,26,Content Marketing,12,0.6,Kocaeli,Korfez,Electrical circuit protection,Engine solutions,Monthly,7,Pending,11,On-time,Sales Rep,E**** T*******
C0633,"Mining, metals & minerals",Small,8.5,9,SEM,3,1.2,Kayseri,Melikgazi,"Hose, tubing, fittings",Process safety & automation,Quarterly,95,Pending,5,Late,Dealer,F**** O*******
C0634,Oil & gas,Small,3.3,20,Webinar,3,1.1,Sakarya,Arifiye,Medium-voltage power systems,Process safety & automation,Monthly,11,Active,8,On-time,Sales Rep,F**** O*******
C0635,Residential,Small,4.8,17,Webinar,4,0.4,Istanbul,Umraniye,Electronic components,Conduit & cable management,Quarterly,78,Pending,4,On-time,Sales Rep,D**** S*******
C0636,Food & beverage,Medium,39.9,27,Email,12,0.1,Adana,Seyhan,Pumps,Valves,Yearly,353,Active,2,On-time,Sales Rep,A**** Y*******
C0637,Utilities,Small,5.8,20,Email,5,1.2,Adana,Ceyhan,Low-voltage power systems,Medium-voltage power systems,Quarterly,75,Active,5,On-time,Dealer,G**** R*******
C0638,"Mining, metals & minerals",Small,3.9,19,Content Marketing,9,0.6,Kocaeli,Korfez,Valves,"Hose, tubing, fittings",Yearly,352,Active,1,Occasional delay,Dealer,D**** S*******
C0639,Healthcare,Small,6.2,26,Webinar,6,0.6,Konya,Selcuklu,Life support systems,Safety & emergency comms,Quarterly,71,Active,5,On-time,Sales Rep,B**** K*******
C0640,Healthcare,Medium,21.9,28,Webinar,8,0.7,Kayseri,Melikgazi,Safety & emergency comms,Electronic components,Quarterly,71,Active,5,Occasional delay,Sales Rep,H**** N*******
C0641,Oil & gas,Large,72.7,43,Email,7,1.4,Kayseri,Kocasinan,Fuel systems & emissions,Medium-voltage power systems,Monthly,8,Active,12,On-time,Dealer,D**** S*******
C0642,Aerospace,Small,9.0,5,Content Marketing,2,1.2,Antalya,Kepez,Electrical circuit protection,Actuators & motion control,Monthly,19,Active,14,On-time,Dealer,B**** K*******
C0643,Machine building,Small,4.0,10,Trade Show,11,1.0,Ankara,Yenimahalle,Hydraulic motors & generators,Actuators & motion control,Yearly,192,Expired,1,On-time,Sales Rep,G**** R*******
C0644,Data centres,Small,4.1,15,Content Marketing,5,0.4,Ankara,Cankaya,Low-voltage power systems,"Server racks, enclosures",Quarterly,73,Active,5,On-time,Sales Rep,G**** R*******
C0645,Machine building,Small,2.9,18,Trade Show,6,1.1,Konya,Selcuklu,Actuators & motion control,Hydraulic motors & generators,Yearly,180,Pending,1,On-time,Sales Rep,A**** Y*******
C0646,Space,Small,1.7,27,Trade Show,12,1.0,Ankara,Yenimahalle,Energy storage systems,Medium-voltage power systems,Yearly,156,Active,2,Late,Sales Rep,B**** K*******
C0647,Space,Medium,38.6,30,SEM,10,0.4,Kocaeli,Gebze,Medium-voltage power systems,Actuators & motion control,Quarterly,66,Active,6,Occasional delay,Sales Rep,G**** R*******
C0648,"Mining, metals & minerals",Small,7.3,19,Email,12,1.1,Zonguldak,Eregli,"Hose, tubing, fittings",Process safety & automation,Quarterly,76,Active,6,On-time,Sales Rep,B**** K*******
C0649,Space,Small,3.0,25,Content Marketing,8,0.5,Eskisehir,Odunpazari,Medium-voltage power systems,Energy storage systems,Quarterly,60,Expired,3,On-time,Dealer,G**** R*******
C0650,Data centres,Small,2.0,19,LinkedIn Ads,10,1.3,Eskisehir,Odunpazari,Low-voltage power systems,"Server racks, enclosures",Monthly,18,Active,8,On-time,Sales Rep,F**** O*******
C0651,Space,Small,9.0,22,Email,2,0.3,Antalya,Kepez,Actuators & motion control,Medium-voltage power systems,Yearly,192,Active,2,On-time,Online,C**** D*******
C0652,Healthcare,Small,6.5,6,SEM,7,1.3,Sakarya,Serdivan,Electronic components,Life support systems,Yearly,318,Active,1,On-time,Dealer,B**** K*******
C0653,Aerospace,Medium,11.2,30,Webinar,9,0.5,Sakarya,Arifiye,Electrical circuit protection,Actuators & motion control,Quarterly,65,Active,4,Late,Dealer,E**** T*******
C0654,Vehicles,Medium,20.8,39,Content Marketing,11,1.1,Ankara,Mamak,Vehicle controls & automation,Transmissions,Quarterly,68,Active,5,On-time,Dealer,A**** Y*******
C0655,Space,Small,8.1,13,Trade Show,11,0.5,Zonguldak,Eregli,Actuators & motion control,Medium-voltage power systems,Yearly,262,Active,2,Occasional delay,Sales Rep,B**** K*******
C0656,"Mining, metals & minerals",Small,3.6,14,Trade Show,11,0.2,Konya,Selcuklu,"Hose, tubing, fittings",Process safety & automation,Monthly,9,Expired,13,On-time,Sales Rep,E**** T*******
C0657,Food & beverage,Small,9.6,8,Content Marketing,10,0.3,Antalya,Konyaalti,Valves,Filtration solutions,Monthly,25,Active,9,Late,Dealer,F**** O*******
C0658,Food & beverage,Small,4.6,25,Webinar,5,0.8,Zonguldak,Kozlu,Filtration solutions,Pumps,Yearly,279,Active,1,On-time,Sales Rep,E**** T*******
C0659,Healthcare,Small,6.0,23,Webinar,3,0.4,Adana,Ceyhan,Safety & emergency comms,Electronic components,Quarterly,77,Active,5,On-time,Online,B**** K*******
C0660,Aerospace,Large,164.2,46,SEM,7,0.8,Bursa,Osmangazi,Engine solutions,Electrical circuit protection,Monthly,7,Active,11,On-time,Dealer,C**** D*******
C0661,Food & beverage,Small,7.6,11,SEM,7,1.5,Konya,Selcuklu,Filtration solutions,Pumps,Quarterly,77,Expired,5,Occasional delay,Dealer,B**** K*******
C0662,Food & beverage,Small,3.7,9,Trade Show,8,0.2,Kayseri,Melikgazi,Valves,Filtration solutions,Quarterly,67,Pending,3,Occasional delay,Sales Rep,B**** K*******
C0663,Vehicles,Small,3.5,23,Content Marketing,5,1.0,Eskisehir,Tepebasi,Vehicle controls & automation,Engine solutions,Quarterly,95,Active,3,On-time,Dealer,H**** N*******
C0664,Buildings,Medium,17.9,16,Webinar,10,0.6,Kayseri,Melikgazi,Wiring devices & connectivity,Lighting & controls,Monthly,21,Active,9,On-time,Email,G**** R*******
C0665,Vehicles,Small,5.9,10,Email,6,1.0,Bursa,Nilufer,Transmissions,Engine solutions,Monthly,23,Active,12,On-time,Online,H**** N*******
C0666,Machine building,Small,2.8,15,Content Marketing,11,1.4,Adana,Seyhan,Actuators & motion control,Hydraulic motors & generators,Yearly,201,Active,2,On-time,Dealer,A**** Y*******
C0667,Vehicles,Small,3.7,10,Email,10,1.2,Kayseri,Kocasinan,Transmissions,Vehicle controls & automation,Yearly,254,Active,1,Late,Dealer,C**** D*******
C0668,Utilities,Small,2.2,20,LinkedIn Ads,12,1.2,Zonguldak,Kozlu,Low-voltage power systems,Utility & grid solutions,Quarterly,77,Active,3,On-time,Online,A**** Y*******
C0669,Space,Medium,30.9,42,LinkedIn Ads,8,0.0,Ankara,Mamak,Actuators & motion control,Medium-voltage power systems,Monthly,29,Pending,8,On-time,Sales Rep,G**** R*******
C0670,Space,Medium,42.0,33,Content Marketing,13,0.4,Kayseri,Kocasinan,Energy storage systems,Actuators & motion control,Quarterly,93,Pending,5,On-time,Sales Rep,G**** R*******
C0671,Aerospace,Medium,15.3,28,Trade Show,3,1.1,Istanbul,Beylikduzu,Engine solutions,Electrical circuit protection,Yearly,171,Active,1,On-time,Sales Rep,E**** T*******
C0672,Buildings,Small,3.4,28,Webinar,5,1.1,Ankara,Mamak,Lighting & controls,Conduit & cable management,Quarterly,66,Active,4,On-time,Sales Rep,G**** R*******
C0673,Residential,Small,5.0,17,Email,8,0.7,Izmir,Karsiyaka,Wiring devices & connectivity,Conduit & cable management,Quarterly,67,Pending,3,Late,Sales Rep,D**** S*******
C0674,Residential,Large,104.6,26,LinkedIn Ads,2,0.1,Kayseri,Kocasinan,Electronic components,Wiring devices & connectivity,Yearly,344,Active,1,On-time,Online,A**** Y*******
C0675,Oil & gas,Medium,18.2,34,Webinar,6,0.7,Eskisehir,Odunpazari,Fuel systems & emissions,Process safety & automation,Yearly,235,Active,2,On-time,Dealer,F**** O*******
C0676,Healthcare,Small,9.1,22,Content Marketing,2,1.2,Antalya,Konyaalti,Safety & emergency comms,Life support systems,Quarterly,93,Active,3,Occasional delay,Online,E**** T*******
C0677,Buildings,Small,6.6,9,Content Marketing,2,0.8,Sakarya,Arifiye,Lighting & controls,Wiring devices & connectivity,Yearly,317,Active,2,On-time,Sales Rep,H**** N*******
C0678,Space,Medium,38.7,36,Content Marketing,12,0.5,Kocaeli,Gebze,Actuators & motion control,Medium-voltage power systems,Monthly,18,Active,10,On-time,Dealer,B**** K*******
C0679,Space,Small,6.8,20,Trade Show,9,0.7,Bursa,Osmangazi,Energy storage systems,Actuators & motion control,Monthly,22,Expired,15,On-time,Sales Rep,F**** O*******
C0680,Buildings,Medium,46.6,22,Webinar,6,0.6,Sakarya,Serdivan,Conduit & cable management,Wiring devices & connectivity,Monthly,27,Pending,12,On-time,Sales Rep,H**** N*******
C0681,Oil & gas,Large,100.0,37,Content Marketing,9,0.5,Adana,Ceyhan,Process safety & automation,Fuel systems & emissions,Monthly,27,Active,14,On-time,Dealer,E**** T*******
C0682,Data centres,Small,5.2,17,Webinar,4,0.4,Antalya,Muratpasa,"Server racks, enclosures",Energy storage systems,Monthly,23,Active,11,Occasional delay,Dealer,E**** T*******
C0683,Machine building,Small,9.7,30,Webinar,6,0.8,Konya,Meram,Clutches and brakes,Hydraulic motors & generators,Monthly,23,Active,15,On-time,Sales Rep,G**** R*******
C0684,Utilities,Small,6.7,27,Content Marketing,8,0.7,Zonguldak,Kozlu,Medium-voltage power systems,Utility & grid solutions,Yearly,268,Active,1,Occasional delay,Online,F**** O*******
C0685,Food & beverage,Medium,35.3,17,LinkedIn Ads,5,1.0,Antalya,Kepez,Valves,Pumps,Quarterly,77,Active,5,On-time,Online,G**** R*******
C0686,Aerospace,Small,2.0,6,Webinar,5,1.4,Konya,Meram,Actuators & motion control,Engine solutions,Yearly,340,Active,2,On-time,Dealer,H**** N*******
C0687,Oil & gas,Medium,39.2,19,LinkedIn Ads,2,0.3,Antalya,Muratpasa,Medium-voltage power systems,Fuel systems & emissions,Yearly,183,Active,1,On-time,Online,F**** O*******
C0688,Aerospace,Small,9.0,23,LinkedIn Ads,12,1.0,Ankara,Yenimahalle,Electrical circuit protection,Engine solutions,Quarterly,75,Pending,4,On-time,Online,C**** D*******
C0689,Utilities,Large,80.3,35,Email,5,1.0,Adana,Seyhan,Utility & grid solutions,Medium-voltage power systems,Monthly,19,Expired,10,Occasional delay,Dealer,G**** R*******
C0690,Food & beverage,Medium,24.9,37,Email,6,0.3,Istanbul,Kartal,Valves,Pumps,Monthly,20,Active,13,On-time,Sales Rep,D**** S*******
C0691,Data centres,Small,3.1,10,LinkedIn Ads,7,0.4,Adana,Ceyhan,Low-voltage power systems,"Server racks, enclosures",Monthly,8,Expired,13,On-time,Sales Rep,D**** S*******
C0692,Machine building,Small,2.1,23,Email,8,1.1,Adana,Seyhan,Hydraulic motors & generators,Actuators & motion control,Yearly,347,Pending,1,On-time,Sales Rep,F**** O*******
C0693,Residential,Small,2.1,15,Email,9,1.1,Izmir,Cigli,Wiring devices & connectivity,Conduit & cable management,Monthly,7,Pending,14,On-time,Sales Rep,F**** O*******
C0694,"Mining, metals & minerals",Small,6.3,22,Content Marketing,5,1.4,Konya,Selcuklu,Process safety & automation,"Hose, tubing, fittings",Monthly,21,Active,8,Occasional delay,Sales Rep,H**** N*******
C0695,Utilities,Small,3.7,29,SEM,8,0.7,Ankara,Cankaya,Utility & grid solutions,Medium-voltage power systems,Monthly,27,Active,14,On-time,Dealer,H**** N*******
C0696,Buildings,Small,2.3,19,Content Marketing,11,0.8,Istanbul,Atasehir,Wiring devices & connectivity,Conduit & cable management,Monthly,27,Active,9,Occasional delay,Sales Rep,C**** D*******
C0697,Vehicles,Medium,17.3,37,Content Marketing,2,0.2,Antalya,Konyaalti,Engine solutions,Vehicle controls & automation,Quarterly,63,Active,5,On-time,Dealer,D**** S*******
C0698,Healthcare,Small,9.7,25,Webinar,4,1.3,Istanbul,Kartal,Safety & emergency comms,Electronic components,Monthly,25,Expired,8,On-time,Dealer,G**** R*******
C0699,Space,Medium,16.4,25,LinkedIn Ads,3,0.7,Bursa,Nilufer,Energy storage systems,Actuators & motion control,Quarterly,66,Pending,6,Late,Sales Rep,G**** R*******
C0700,Buildings,Medium,24.7,23,Email,2,1.2,Sakarya,Serdivan,Conduit & cable management,Lighting & controls,Monthly,12,Active,12,On-time,Online,D**** S*******
C0701,Food & beverage,Medium,23.6,18,Content Marketing,2,1.1,Antalya,Konyaalti,Filtration solutions,Valves,Monthly,30,Active,8,Occasional delay,Online,D**** S*******
C0702,"Mining, metals & minerals",Small,3.0,13,Trade Show,10,0.3,Konya,Selcuklu,Valves,"Hose, tubing, fittings",Monthly,26,Pending,13,On-time,Sales Rep,D**** S*******
C0703,Healthcare,Medium,30.8,26,Webinar,4,0.2,Izmir,Karsiyaka,Electronic components,Safety & emergency comms,Quarterly,85,Active,5,Occasional delay,Dealer,G**** R*******
C0704,Food & beverage,Small,5.8,29,Trade Show,5,1.0,Bursa,Yildirim,Pumps,Filtration solutions,Quarterly,89,Active,5,Late,Sales Rep,A**** Y*******
C0705,Buildings,Medium,45.7,43,Webinar,6,0.9,Eskisehir,Tepebasi,Lighting & controls,Conduit & cable management,Yearly,309,Active,1,Late,Sales Rep,G**** R*******
C0706,"Mining, metals & minerals",Small,3.5,7,Trade Show,11,0.9,Zonguldak,Eregli,"Hose, tubing, fittings",Valves,Quarterly,95,Active,6,Late,Email,G**** R*******
C0707,Aerospace,Small,8.7,22,Email,9,0.7,Kayseri,Kocasinan,Actuators & motion control,Electrical circuit protection,Monthly,19,Active,14,On-time,Sales Rep,C**** D*******
C0708,Data centres,Small,1.7,9,Email,11,1.2,Kayseri,Melikgazi,Low-voltage power systems,Energy storage systems,Yearly,209,Active,2,Occasional delay,Email,F**** O*******
C0709,Space,Small,7.3,29,Trade Show,10,0.3,Kocaeli,Korfez,Energy storage systems,Actuators & motion control,Monthly,7,Active,9,On-time,Online,G**** R*******
C0710,Food & beverage,Small,8.3,8,Webinar,11,0.2,Konya,Selcuklu,Filtration solutions,Pumps,Quarterly,71,Expired,6,On-time,Sales Rep,G**** R*******
C0711,"Mining, metals & minerals",Medium,13.6,30,Webinar,3,1.3,Adana,Ceyhan,Valves,Process safety & automation,Monthly,6,Active,11,On-time,Dealer,C**** D*******
C0712,Aerospace,Small,2.2,18,LinkedIn Ads,4,0.2,Bursa,Nilufer,Actuators & motion control,Engine solutions,Monthly,25,Active,14,Occasional delay,Dealer,A**** Y*******
C0713,Buildings,Small,4.7,22,Trade Show,3,0.8,Sakarya,Arifiye,Lighting & controls,Wiring devices & connectivity,Quarterly,78,Pending,6,On-time,Sales Rep,B**** K*******
C0714,"Mining, metals & minerals",Small,5.8,26,Email,2,1.1,Ankara,Etimesgut,Valves,"Hose, tubing, fittings",Yearly,283,Active,2,On-time,Sales Rep,E**** T*******
C0715,Oil & gas,Small,6.7,11,Email,6,0.7,Bursa,Osmangazi,Process safety & automation,Medium-voltage power systems,Yearly,257,Active,1,On-time,Online,D**** S*******
C0716,Oil & gas,Medium,39.6,22,Email,2,0.9,Bursa,Nilufer,Medium-voltage power systems,Process safety & automation,Quarterly,62,Pending,3,On-time,Dealer,B**** K*******
C0717,Aerospace,Small,4.3,14,Trade Show,4,1.0,Izmir,Karsiyaka,Actuators & motion control,Electrical circuit protection,Occasionally,410,Active,1,On-time,Sales Rep,B**** K*******
C0718,Residential,Small,7.8,13,Content Marketing,8,0.5,Zonguldak,Kozlu,Conduit & cable management,Wiring devices & connectivity,Yearly,196,Active,2,On-time,Online,G**** R*******
C0719,Buildings,Small,10.0,26,Trade Show,2,0.6,Adana,Seyhan,Wiring devices & connectivity,Lighting & controls,Quarterly,76,Active,4,On-time,Sales Rep,C**** D*******
C0720,Machine building,Small,9.8,12,LinkedIn Ads,5,1.0,Ankara,Cankaya,Actuators & motion control,Hydraulic motors & generators,Quarterly,73,Pending,6,On-time,Dealer,A**** Y*******
C0721,Aerospace,Medium,15.2,16,Webinar,11,0.8,Antalya,Kepez,Actuators & motion control,Engine solutions,Quarterly,84,Expired,5,Occasional delay,Sales Rep,A**** Y*******
C0722,Food & beverage,Small,3.0,9,Email,2,0.8,Bursa,Osmangazi,Pumps,Valves,Quarterly,93,Active,5,On-time,Sales Rep,G**** R*******
C0723,Healthcare,Small,1.6,27,SEM,11,0.5,Eskisehir,Tepebasi,Life support systems,Electronic components,Occasionally,255,Active,1,On-time,Sales Rep,E**** T*******
C0724,Vehicles,Medium,34.6,18,Content Marketing,8,0.8,Ankara,Etimesgut,Vehicle controls & automation,Transmissions,Yearly,236,Active,1,Late,Sales Rep,B**** K*******
C0725,Oil & gas,Medium,33.7,37,Trade Show,12,1.0,Eskisehir,Tepebasi,Fuel systems & emissions,Medium-voltage power systems,Monthly,18,Active,9,On-time,Sales Rep,E**** T*******
C0726,Food & beverage,Medium,23.4,31,LinkedIn Ads,12,0.6,Izmir,Bornova,Pumps,Filtration solutions,Yearly,217,Active,2,Late,Dealer,B**** K*******
C0727,Healthcare,Small,6.3,27,Content Marketing,9,1.1,Istanbul,Kartal,Electronic components,Life support systems,Monthly,29,Pending,11,On-time,Sales Rep,A**** Y*******
C0728,Healthcare,Small,2.3,5,Trade Show,8,0.5,Kocaeli,Korfez,Electronic components,Safety & emergency comms,Monthly,11,Expired,11,On-time,Sales Rep,H**** N*******
C0729,Machine building,Large,60.7,48,Email,13,0.6,Antalya,Muratpasa,Hydraulic motors & generators,Clutches and brakes,Yearly,344,Expired,2,On-time,Online,E**** T*******
C0730,Utilities,Medium,42.8,41,Email,8,0.9,Kayseri,Melikgazi,Utility & grid solutions,Low-voltage power systems,Monthly,18,Active,13,On-time,Online,E**** T*******
C0731,Data centres,Small,1.2,14,Email,9,0.9,Kayseri,Kocasinan,Energy storage systems,Low-voltage power systems,Quarterly,71,Pending,5,On-time,Sales Rep,H**** N*******
C0732,Utilities,Small,7.5,7,Email,11,1.4,Antalya,Konyaalti,Medium-voltage power systems,Utility & grid solutions,Monthly,22,Active,10,Occasional delay,Online,G**** R*******
C0733,Vehicles,Small,2.1,19,LinkedIn Ads,4,1.0,Ankara,Yenimahalle,Engine solutions,Transmissions,Monthly,22,Pending,15,On-time,Dealer,G**** R*******
C0734,"Mining, metals & minerals",Large,116.6,39,Email,9,0.9,Kocaeli,Izmit,Valves,"Hose, tubing, fittings",Quarterly,76,Active,5,On-time,Online,D**** S*******
